Lat	Long	Soil_Type	Soil_Class	SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-10.683	-53.117	0	HGPaTbmed.	200	C1	50	65	3	22.3	22.7	55	4.4	0.8	11	1.4
-10.683	-53.117	0	HGPaTbmed.	200	A11	0	25	1	37.7	18.4	43.9	4.3	2.1	12	1.4
-10.683	-53.117	0	HGPaTbmed.	200	A12	25	50	2	49.3	17.4	33.3	4.7	2.9	12	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	B22	80	100	5	15.6	38.8	45.6	4.9	0.2	10	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	B23	100	120	6	13.5	46.2	40.3	4.8	0.2	10	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	B22cn	60	80	4	15.1	39.7	45.2	4.6	0.4	10	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	A1cn	0	20	1	16.9	14.9	68.2	4.1	1.9	10	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	A3cn	20	40	2	17.1	19.4	63.5	4	1	11	1.4
-8.517	-53.117	SoloConcrecionáriodistrófico	0	200	B21cn	40	60	3	17.6	29.9	52.5	4.3	0.5	13	1.4
-10.583	-53.100	0	AQa	200	C2	80	120	4	6.7	12.9	80.4	4.7	0.2	10	1.4
-10.583	-53.100	0	AQa	200	C3	120	160	5	8.5	13.6	77.9	4.6	0.2	10	1.4
-10.583	-53.100	0	AQa	200	A1	0	20	1	6.2	8.9	84.9	3.8	0.7	10	1.4
-10.583	-53.100	0	AQa	200	A3	20	40	2	7.1	11.4	81.5	4.5	0.6	12	1.4
-10.583	-53.100	0	AQa	200	C1	40	80	3	5	12	83	4.5	0.4	13	1.4
-9.850	-53.100	0	LVdarg.	200	A1	0	15	1	24.3	55.8	19.9	4.4	4.3	15	1.4
-9.850	-53.100	0	LVdarg.	200	B23	110	140	6	28.6	49	22.4	5.4	1.1	18	1.4
-9.850	-53.100	0	LVdarg.	200	B22	80	110	5	26.8	51.3	21.9	5.3	1.1	18	1.4
-9.850	-53.100	0	LVdarg.	200	B1	35	60	3	23.2	56.4	20.4	5	1.6	18	1.4
-9.850	-53.100	0	LVdarg.	200	A3	15	35	2	21	60.2	18.8	4.6	2.7	18	1.4
-9.850	-53.100	0	LVdarg.	200	B21	60	80	4	25.9	51.9	22.2	5.2	1.3	19	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	B21	30	60	3	26.9	19.4	53.7	6.1	0.3	3	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	B24	120	160	6	14.7	21	64.3	4.7	0.1	5	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	B23	90	120	5	14.6	19.3	66.1	4.6	0.1	5	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	B22	60	90	4	18.1	18.5	63.4	4.6	0.2	10	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	A	0	10	1	16.9	11.3	71.8	4.1	1.8	12	1.4
-10.367	-53.050	0	PVdTbaren./med.	200	B1	10	30	2	18.8	18	63.2	4.7	0.9	15	1.4
-9.383	-53.050	0	PVdTbarg./marg.	200	B22	90	120	5	14.9	62.4	22.7	4.7	0.8	13	1.4
-9.383	-53.050	0	PVdTbarg./marg.	200	B1	50	70	3	17.5	59.8	22.7	4.5	1.2	13	1.4
-9.383	-53.050	0	PVdTbarg./marg.	200	A3	20	50	2	23.2	45.1	31.7	4.5	1.8	13	1.4
-9.383	-53.050	0	PVdTbarg./marg.	200	B21	70	90	4	15.5	62.6	21.9	4.6	1.2	15	1.4
-9.383	-53.050	0	PVdTbarg./marg.	200	A1	0	20	1	29.4	26.8	43.8	4.7	3.6	15	1.4
-9.917	-53.000	no value given	R a Tb med.	200	A12	20	40	2	67.4	19.8	12.8	3.3	0.6	10	1.4
-9.917	-53.000	no value given	R a Tb med.	200	A11	0	20	1	63.4	17.2	19.4	3.3	3.2	10	1.4
-9.533	-53.000	Solo Litólico eutrófico	0	200	A3	20	40	2	64.6	23.7	11.7	4.9	1.7	10	1.4
-9.533	-53.000	Solo Litólico eutrófico	0	200	A1	0	20	1	61.8	19	19.2	5.4	5.5	10	1.4
4.800	-53.000	LVA d text arg	LVA	200	B21	70	100	5	9	63	28	4.1	0.29	10	1.4
4.800	-53.000	LVA d text arg	LVA	200	B22	100	140	6	14	57	29	4.2	0.3	10	1.4
4.800	-53.000	LVA d text arg	LVA	200	B1	50	70	4	17	56	27	4	0.4	10	1.4
4.800	-53.000	LVA d text arg	LVA	200	A3	30	50	3	12	53	35	3.9	0.52	10	1.4
4.800	-53.000	LVA d text arg	LVA	200	A11	0	15	1	19	34	47	3.7	1.07	11	1.4
4.800	-53.000	LVA d text arg	LVA	200	A12	15	30	2	20	33	47	3.9	0.79	13	1.4
-10.817	-52.967	0	PVdTbaren./med.	200	B22	110	170	5	9.1	14.2	76.7	3.9	0.1	10	1.4
-10.817	-52.967	0	PVdTbaren./med.	200	B21	50	110	4	8.9	12.9	78.2	4.5	0.2	10	1.4
-10.817	-52.967	0	PVdTbaren./med.	200	A1	40	15	1	10.9	4.8	84.3	4.9	1.3	11	1.4
-10.817	-52.967	0	PVdTbaren./med.	200	B1	35	50	3	7	12.2	80.8	4.5	0.4	13	1.4
-10.817	-52.967	0	PVdTbaren./med.	200	A3	15	35	2	7.7	9	83.3	4.1	1.1	14	1.4
-10.067	-52.900	0	LVepiaendocn.Med.	200	B22cn	70	110	4	32.3	27.5	40.2	5.1	0.4	13	1.4
-10.067	-52.900	0	LVepiaendocn.Med.	200	B21	40	70	3	28	28.2	43.8	5	0.5	13	1.4
-10.067	-52.900	0	LVepiaendocn.Med.	200	B1	20	40	2	32	24.7	43.3	4.7	0.8	13	1.4
-10.067	-52.900	0	LVepiaendocn.Med.	200	A	0	20	1	22.9	20.9	56.2	4.6	1.9	14	1.4
1.333	-52.900	LVA d text m arg	LVA	200	B21	30	80	3	23	69	8	4.6	1.38	15	1.4
1.333	-52.900	LVA d text m arg	LVA	200	B1	10	30	2	26	62	12	4.3	1.85	15	1.4
1.333	-52.900	LVA d text m arg	LVA	200	B22	80	120	4	24	65	11	4.9	0.97	16	1.4
1.333	-52.900	LVA d text m arg	LVA	200	A1	0	10	1	29	59	12	3.7	3.59	16	1.4
-9.117	-52.867	0	PVdTbplint.Med./arg.casc.	200	B23pl	110	140	5	11.9	50.5	37.6	4.5	0.3	10	1.4
-9.117	-52.867	0	PVdTbplint.Med./arg.casc.	200	B21	40	70	3	11.3	46.5	42.2	4.4	0.4	10	1.4
-9.117	-52.867	0	PVdTbplint.Med./arg.casc.	200	B22	70	110	4	10.5	51.6	37.9	4.2	0.4	10	1.4
-9.117	-52.867	0	PVdTbplint.Med./arg.casc.	200	A3	15	40	2	12	32.7	55.3	4	0.7	10	1.4
-9.117	-52.867	0	PVdTbplint.Med./arg.casc.	200	A1	0	15	1	13.5	14.3	72.2	4.4	1.3	10	1.4
-8.433	-52.867	0	PVdTbab.Aren.Casc./med.Casc.	200	A1	0	20	1	4.1	3.3	92.6	3.9	0.6	4	1.4
-8.433	-52.867	0	PVdTbab.Aren.Casc./med.Casc.	200	A3	20	40	2	6.6	10.3	83.1	4.1	0.7	7	1.4
-8.433	-52.867	0	PVdTbab.Aren.Casc./med.Casc.	200	B2	60	80	4	10.1	38.6	51.3	4.7	0.3	10	1.4
-8.433	-52.867	0	PVdTbab.Aren.Casc./med.Casc.	200	B1	40	60	3	7.8	22.1	70.1	4.3	0.5	10	1.4
-9.900	-52.850	no value given	R a Tb aren.	200	A	0	30	1	20	11.5	68.5	3.5	4	10	1.4
-9.967	-52.833	GleyPoucoHúmicoálico	0	200	C3g	80	100	5	26.7	42.3	31	4.2	0.3	10	1.4
-9.967	-52.833	GleyPoucoHúmicoálico	0	200	C2g	50	80	4	29.1	44.1	26.8	4.2	0.4	10	1.4
-9.967	-52.833	GleyPoucoHúmicoálico	0	200	C1g	30	50	3	28.6	47.7	23.7	4.3	0.6	10	1.4
-9.967	-52.833	GleyPoucoHúmicoálico	0	200	A3	20	30	2	33	48.5	18.5	4.3	1.6	15	1.4
-9.967	-52.833	GleyPoucoHúmicoálico	0	200	A1	0	20	1	35	46.2	18.8	4.3	3.2	15	1.4
-8.250	-52.817	Pv d Tb med./arg.		200	A1	0	8	1	26	16	58	4.3	0.01	10	1.4
-8.250	-52.817	Pv d Tb med./arg.		200	A3	8	30	2	25	30	45	4.3	0.01	10	1.4
-8.250	-52.817	Pv d Tb med./arg.		200	B2	50	80	4	15	44	41	4.3	0.01	10	1.4
-8.250	-52.817	Pv d Tb med./arg.		200	B3	80	120	5	12	51	37	4.3	0.01	10	1.4
-8.250	-52.817	Pv d Tb med./arg.		200	B1	30	50	3	10	44	46	4.3	0.01	10	1.4
-8.750	-52.800	0	LVdmed.	200	B1	50	70	3	19	19.4	61.6	4.3	0.4	10	1.4
-8.750	-52.800	0	LVdmed.	200	A1	0	20	1	15.4	11.9	72.7	3.9	1	10	1.4
-8.750	-52.800	0	LVdmed.	200	A3	20	50	2	15	17.4	67.6	4.1	0.6	12	1.4
-8.750	-52.800	0	LVdmed.	200	B22	100	160	5	22.5	21.6	55.9	5	0.3	15	1.4
-8.750	-52.800	0	LVdmed.	200	B21	70	100	4	12.1	23.2	64.7	4.6	0.3	15	1.4
-11.567	-52.750	Latossolo Vermelho-Amareloálico	0	200	A3	20	40	2	8.8	39.3	51.9	4.4	1.1	16	1.4
-11.567	-52.750	Latossolo Vermelho-Amareloálico	0	200	B1	40	60	3	9.2	43.1	47.7	4.4	1	17	1.4
-11.567	-52.750	Latossolo Vermelho-Amareloálico	0	200	A1	0	20	1	10.1	36.5	53.4	4.2	2	17	1.4
-11.567	-52.750	Latossolo Vermelho-Amareloálico	0	200	B22	90	130	5	10.4	41.3	48.3	4.5	0.7	18	1.4
-11.567	-52.750	Latossolo Vermelho-Amareloálico	0	200	B21	60	90	4	8	43.8	48.2	4.5	0.9	18	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	B23	100	130	6	19.6	35.2	45.2	4.4	0.2	10	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	B22	70	100	5	21.7	32.5	45.8	4.3	0.3	10	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	B21	50	70	4	21.1	30	48.9	4.2	0.3	10	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	B1	30	50	3	20	26.2	53.8	4.3	0.4	13	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	A3	10	30	2	19.6	20.2	60.2	4.1	0.8	13	1.4
-10.050	-52.750	Podzólico Vermelho-AmareloEutrófico	0	200	A1	0	10	1	18.8	16.8	64.4	4	1.4	16	1.4
-9.750	-52.717	0	SCepiac/BcambicoTbmed.	200	(B)2cn	70	100	4	16.3	14.6	69.1	4.6	0.4	13	1.4
-9.750	-52.717	0	SCepiac/BcambicoTbmed.	200	(B)1cn	35	70	3	15.9	15.1	69	4.6	0.6	15	1.4
-9.750	-52.717	0	SCepiac/BcambicoTbmed.	200	A3cn	15	35	2	13.6	13.7	72.7	4.6	1.3	16	1.4
-9.750	-52.717	0	SCepiac/BcambicoTbmed.	200	A1cn	0	15	1	14.7	12.2	73.1	4.4	2.6	17	1.4
-9.617	-52.717	0	HGPepiaTbarg.	200	IIC3	100	120	5	54.4	39.1	6.5	4.7	0.2	10	1.4
-9.617	-52.717	0	HGPepiaTbarg.	200	IIC2	60	100	4	57.8	40.4	1.8	4.5	0.3	10	1.4
-9.617	-52.717	0	HGPepiaTbarg.	200	A3	20	40	2	55	41	4	4.5	1.1	11	1.4
-9.617	-52.717	0	HGPepiaTbarg.	200	A1	0	20	1	62.2	32.8	5	4.3	1.5	11	1.4
-9.617	-52.717	0	HGPepiaTbarg.	200	C1g	40	60	3	54.2	44.4	1.4	4.4	0.6	15	1.4
-11.333	-52.683	0	LE a arg.	200	A1	0	10	1	11.3	40.2	48.5	4.1	2.3	12	1.4
-11.333	-52.683	0	LE a arg.	200	B21	30	50	3	8.8	51.8	39.4	4.6	0.9	15	1.4
-11.333	-52.683	0	LE a arg.	200	B22	50	80	4	9.1	54	36.9	4.5	0.8	16	1.4
-11.333	-52.683	0	LE a arg.	200	A3	10	30	2	9.4	48.6	42	4.5	1.1	16	1.4
-11.333	-52.683	0	LE a arg.	200	B3	110	140	6	13	45.7	41.3	4.7	0.7	18	1.4
-11.333	-52.683	0	LE a arg.	200	B23	80	110	5	10.9	49.8	39.3	4.6	0.8	20	1.4
-9.583	-52.683	0	HLdTbmed.	200	B3pl	120	140	7	51.9	33.2	14.9	5	0.1	10	1.4
-9.583	-52.683	0	HLdTbmed.	200	B12pI	50	80	4	51.6	34.3	14.1	5.1	0.2	10	1.4
-9.583	-52.683	0	HLdTbmed.	200	B21pl	80	100	5	51.9	34.8	13.3	5.1	0.2	10	1.4
-9.583	-52.683	0	HLdTbmed.	200	B22pl	100	120	6	52.2	36.2	11.6	5	0.2	10	1.4
-9.583	-52.683	0	HLdTbmed.	200	A3	10	30	2	54	27.4	18.6	4.4	0.7	12	1.4
-9.583	-52.683	0	HLdTbmed.	200	B11pI	30	50	3	55	34.3	10.7	4.9	0.4	13	1.4
-9.583	-52.683	0	HLdTbmed.	200	A1	0	10	1	58.2	27.4	14.4	4	1.8	15	1.4
-10.300	-52.667	0	HGPaTbmed.	200	A1	0	10	1	25.9	17.8	56.3	4	3.5	17	1.4
-10.300	-52.667	0	HGPaTbmed.	200	C2g	55	95	4	27.1	22.1	50.8	4.2	0.9	18	1.4
-10.300	-52.667	0	HGPaTbmed.	200	C1g	30	55	3	22.2	19.9	57.9	4.1	1.4	18	1.4
-10.300	-52.667	0	HGPaTbmed.	200	A3	10	30	2	26.7	19.7	53.6	4.1	2.1	18	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	IIC2	90	130	6	44.3	37	18.7	4.1	0.2	10	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	IIB1	10	30	2	35.4	40.9	23.7	4.1	0.8	11	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	IIB2	30	50	3	39.5	45.1	15.4	4.1	0.4	13	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	IIB3	50	70	4	39.6	37	23.4	4.1	0.4	13	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	IIC1	70	90	5	47.3	37	15.7	4.1	0.3	15	1.4
-9.900	-52.667	0	SCac/BtexturalTbab.Med./arg.	200	A1cn	0	10	1	19.4	19.2	61.4	4.1	2.7	18	1.4
-9.617	-52.667	0	HLdTbab.Med./arg.	200	B23pl	60	100	4	28.2	49.4	22.4	4.6	0.4	10	1.4
-9.617	-52.667	0	HLdTbab.Med./arg.	200	B21pI	20	40	2	32	49.4	18.6	4.8	0.8	11	1.4
-9.617	-52.667	0	HLdTbab.Med./arg.	200	B22pI	40	60	3	31.2	49.4	19.4	4.7	0.7	12	1.4
-9.617	-52.667	0	HLdTbab.Med./arg.	200	A	0	20	1	45.5	23.6	30.9	4.9	4.7	13	1.4
-9.783	-52.650	GleyPoucoHúmicoálico	0	200	C3g	100	130	5	16	15.1	68.9	4.4	0.2	10	1.4
-9.783	-52.650	GleyPoucoHúmicoálico	0	200	C2g	60	100	4	19.3	16.2	64.5	4.4	0.3	10	1.4
-9.783	-52.650	GleyPoucoHúmicoálico	0	200	C1g	40	60	3	21.1	15.2	63.7	4.4	0.3	10	1.4
-9.783	-52.650	GleyPoucoHúmicoálico	0	200	A1	0	20	1	24.2	12.8	63	4.3	2.1	15	1.4
-9.783	-52.650	GleyPoucoHúmicoálico	0	200	A3	20	40	2	20.5	13.6	65.9	4.5	1	17	1.4
3.550	-52.650	LVA d text arg	LVA	200	B21	70	100	3	20	57	23	4.1	0.26	8	1.4
3.550	-52.650	LVA d text arg	LVA	200	B1	10	70	2	25	49	26	3.8	0.71	10	1.4
3.550	-52.650	LVA d text arg	LVA	200	A1	0	10	1	30	37	33	3.8	1.16	11	1.4
3.550	-52.650	LVA d text arg	LVA	200	B22	100	150	4	25	53	22	4	0.24	12	1.4
3.583	-52.650	LVA d text m arg	LVA	200	B22	80	120	4	14	77	9	4.1	0.42	11	1.4
3.583	-52.650	LVA d text m arg	LVA	200	B1	15	45	2	19	74	7	3.9	1.07	13	1.4
3.583	-52.650	LVA d text m arg	LVA	200	A1	0	15	1	32	52	16	3.6	2.38	13	1.4
3.583	-52.650	LVA d text m arg	LVA	200	B21	45	80	3	14	78	8	4	0.61	15	1.4
-9.283	-52.633	Podzólico Vermelho-Amarelo Eutrófico	0	200	B22	80	90	5	17.8	73	9.2	5.1	0.5	10	1.4
-9.283	-52.633	Podzólico Vermelho-Amarelo Eutrófico	0	200	B21	60	80	4	24.9	58.1	17	5.5	0.7	10	1.4
-9.283	-52.633	Podzólico Vermelho-Amarelo Eutrófico	0	200	B1	40	60	3	25.4	 53.2 	21.4	5.4	1.6	10	1.4
-9.283	-52.633	Podzólico Vermelho-Amarelo Eutrófico	0	200	A3	20	40	2	29.4	46.1	24.5	5.5	3.9	10	1.4
-9.283	-52.633	Podzólico Vermelho-Amarelo Eutrófico	0	200	A1	0	20	1	45.1	34.5	20.4	5.5	9.4	10	1.4
-8.350	-52.567	Cambissolo álico	0	200	A1	0	10	1	18	14.1	67.9	3.6	1	8	1.4
-8.350	-52.567	Cambissolo álico	0	200	(B)3	140	160	6	19.9	19.1	61	4	0.2	10	1.4
-8.350	-52.567	Cambissolo álico	0	200	(B)22	100	140	5	19.5	19.5	61	4	0.3	10	1.4
-8.350	-52.567	Cambissolo álico	0	200	(B)21	70	100	4	19.4	20.2	60.4	3.9	0.4	10	1.4
-8.350	-52.567	Cambissolo álico	0	200	A3	10	40	2	18.2	16.8	65	3.9	1	11	1.4
-8.350	-52.567	Cambissolo álico	0	200	(B)1	40	70	3	19.2	20	60.8	4	0.8	13	1.4
-9.333	-52.533	no value given	C a Tb med.	200	C	80	90	5	50	21.2	28.8	3.7	0.2	10	1.4
-9.333	-52.533	no value given	C a Tb med.	200	(B)22	60	80	4	43.2	28.7	28.1	3.8	0.7	10	1.4
-9.333	-52.533	no value given	C a Tb med.	200	(B)21	40	60	3	36.6	33.6	29.8	3.8	1	10	1.4
-9.333	-52.533	no value given	C a Tb med.	200	A3	20	40	2	39.9	28.1	32	3.8	1.5	10	1.4
-9.333	-52.533	no value given	C a Tb med.	200	A1	0	20	1	42.3	23.3	34.4	3.8	2.1	10	1.4
-10.900	-52.517	0	AQd	200	C3	110	170	4	6.8	14.8	78.4	5.7	0.1	10	1.4
-10.900	-52.517	0	AQd	200	C2	60	110	3	10.1	14.4	75.5	5.4	0.1	10	1.4
-10.900	-52.517	0	AQd	200	C1	20	60	2	8.2	12.6	79.2	4.6	0.3	10	1.4
-10.900	-52.517	0	AQd	200	A	0	20	1	12	2	86	4.9	1.4	16	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	C	120	150	7	51.7	16.3	32	3.8	0.1	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	(B)3	100	120	6	49.5	24	26.5	3.7	0.1	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	(B)21	60	80	4	46.6	33.3	20.1	3.8	0.2	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	(B)22	80	100	5	47.8	33.7	18.5	3.8	0.2	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	(B)1cn	30	60	3	48.4	37.8	13.8	3.7	0.6	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	A3cn	15	30	2	49.8	30.9	19.3	3.8	1.1	10	1.4
-9.383	-52.467	no value given	SC a c/B cambico Tb med.	200	A1cn	0	15	1	56	25.4	18.6	3.7	2.8	10	1.4
-9.883	-52.450	no value given	HGP a Tb med.	200	A3	20	50	2	38	24.7	37.3	3.7	1.8	10	1.4
-9.883	-52.450	no value given	HGP a Tb med.	200	A1	0	20	1	44.4	20	35.6	3.5	3.9	10	1.4
-8.350	-52.450	Latossolo Vermelho-Amareloepiálico	0	200	B23	140	160	5	12.9	45.5	41.6	4.7	0.1	10	1.4
-8.350	-52.450	Latossolo Vermelho-Amareloepiálico	0	200	B22	80	140	4	12.4	43.2	44.4	4.5	0.3	10	1.4
-8.350	-52.450	Latossolo Vermelho-Amareloepiálico	0	200	A3	15	30	2	10.9	31.5	57.6	4	0.7	10	1.4
-8.350	-52.450	Latossolo Vermelho-Amareloepiálico	0	200	A1	0	15	1	23.4	37.4	39.2	3.7	1.3	10	1.4
-8.350	-52.450	Latossolo Vermelho-Amareloepiálico	0	200	B21	30	80	3	12.8	45.2	42	4.2	0.6	15	1.4
-11.283	-52.350	0	PV d Tb ab. Aren./med.	200	B22	80	140	4	9.2	14.8	76	5.3	0.1	10	1.4
-11.283	-52.350	0	PV d Tb ab. Aren./med.	200	B21	50	80	3	11.6	14.2	74.2	4.9	0.1	10	1.4
-11.283	-52.350	0	PV d Tb ab. Aren./med.	200	B1	25	50	2	7.8	13.1	79.1	4.6	0.2	10	1.4
-11.283	-52.350	0	PV d Tb ab. Aren./med.	200	A	0	25	1	9.3	5.4	85.3	4.1	0.9	13	1.4
-9.367	-52.350	no value given	SC a c/B cambico Tb med.	200	(B)3cn	40	70	3	51	30.9	18.1	3.9	0.2	10	1.4
-9.367	-52.350	no value given	SC a c/B cambico Tb med.	200	(B)2cn	20	40	2	43.5	37.2	19.3	3.8	0.7	10	1.4
-9.367	-52.350	no value given	SC a c/B cambico Tb med.	200	A	0	20	1	50.1	33	16.9	3.8	1.5	10	1.4
-8.750	-52.350	no value given	PV a Tb med./arg.	200	B3	90	130	5	38.6	40.1	21.3	3.7	0.2	10	1.4
-8.750	-52.350	no value given	PV a Tb med./arg.	200	B2	50	90	4	33.1	38.8	28.1	3.7	0.5	10	1.4
-8.750	-52.350	no value given	PV a Tb med./arg.	200	B1	30	50	3	35	29.1	35.9	3.7	0.6	10	1.4
-8.750	-52.350	no value given	PV a Tb med./arg.	200	A3	15	30	2	30.6	25.1	44.3	3.7	1	10	1.4
-8.750	-52.350	no value given	PV a Tb med./arg.	200	A1	0	15	1	32.7	25.2	42.1	3.5	2.4	10	1.4
-11.467	-52.333	0	LV d arg.	200	IIB2	60	120	4	7.8	46.3	45.9	4.6	0.4	13	1.4
-11.467	-52.333	0	LV d arg.	200	A1	0	15	1	30.5	6.8	62.7	5.3	4.2	14	1.4
-11.467	-52.333	0	LV d arg.	200	IIB3	120	170	5	9.3	42.6	48.1	4.8	0.3	15	1.4
-11.467	-52.333	0	LV d arg.	200	IIB1	30	60	3	8.8	46.2	45	4.4	0.6	15	1.4
-11.467	-52.333	0	LV d arg.	200	IIA3	15	30	2	9.4	37.4	53.2	4.1	1.7	17	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	B23	110	140	6	21.1	25.8	53.1	4.4	0.1	10	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	IIB24	140	160	7	8.2	28.7	63.1	4.3	0.1	10	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	B22	80	110	5	9.1	26.2	64.7	4.5	0.2	10	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	B21	60	80	4	22.6	25.3	52.1	4.5	0.3	10	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	B1	30	60	3	25.6	21.8	52.6	4.4	0.5	13	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	A3	5	30	2	22.2	15.6	62.2	4.4	0.8	16	1.4
-10.067	-52.317	Podzólico Vermelho-Amareloepiálico	0	200	A1	0	5	1	21.4	13.4	65.2	4.4	1.1	16	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	(B)23	100	120	6	53.2	20.8	26	4.6	0.1	10	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	(B)22	80	100	5	56.6	20.9	22.5	4.7	0.2	10	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	(B)21	60	80	4	52.5	19.9	27.6	4.5	0.3	10	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	(B)1	35	60	3	57.5	18.5	24	4.5	0.3	10	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	A1	0	15	1	56.2	15.1	28.7	4.4	0.9	13	1.4
-9.883	-52.317	Cambissolo epiálico	0	200	A3	15	35	2	54.5	16.6	28.9	4.4	0.6	15	1.4
-8.767	-52.300	HGP a Tb arg.		200	A1	0	30	1	46	32	22	3.6	0.19	3	1.4
-8.767	-52.300	HGP a Tb arg.		200	A3	30	50	2	48	48	4	3.6	0.01	9	1.4
-8.767	-52.300	HGP a Tb arg.		200	C2g	90	120	4	49	39	12	5.2	1.23	9	1.4
-8.767	-52.300	HGP a Tb arg.		200	C1g	50	90	3	39	52	9	5.5	2.11	10	1.4
-9.800	-52.283	0	CendoaTbmed.	200	(B)2	70	110	4	42.4	9.4	48.2	4.2	0.2	10	1.4
-9.800	-52.283	0	CendoaTbmed.	200	(B)1	40	70	3	40.4	18.2	41.4	4.2	0.4	10	1.4
-9.800	-52.283	0	CendoaTbmed.	200	A3	20	40	2	36.9	17.7	45.4	4.5	0.8	13	1.4
-9.800	-52.283	0	CendoaTbmed.	200	A1	0	20	1	38.9	11.2	49.9	4.6	2	14	1.4
-10.583	-52.267	SoloConcrecionárioendoeutrofico	0	200	B22cnpl	100	150	5	20.4	30.1	49.5	5.4	0.2	10	1.4
-10.583	-52.267	SoloConcrecionárioendoeutrofico	0	200	B21cnpl	60	100	4	19.1	26.9	54	5.3	0.3	10	1.4
-10.583	-52.267	SoloConcrecionárioendoeutrofico	0	200	B1cn	35	60	3	18.2	24.4	57.4	5.2	0.5	10	1.4
-10.583	-52.267	SoloConcrecionárioendoeutrofico	0	200	A3cn	10	35	2	17.7	18.4	63.9	4.8	1.2	15	1.4
-10.583	-52.267	SoloConcrecionárioendoeutrofico	0	200	A1cn	0	10	1	16.9	8.2	74.9	4.6	2.5	18	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	B23	120	160	6	19.9	66.9	13.2	5.4	0.4	10	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	B1	40	60	3	17.4	68.4	14.2	4.4	1	7	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	B22	80	120	5	17.2	68.7	14.1	5.1	0.4	13	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	B21	60	80	4	16	70	14	4.8	0.8	13	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	A3	20	40	2	18.3	66.2	15.5	4.4	1	13	1.4
-9.233	-52.250	Latossolo Vermelho-Escurodistrófico	0	200	A1	0	20	1	22.9	58.2	18.9	4.2	2.4	13	1.4
-10.067	-52.183	0	CaTbendocn.Med.	200	(B)23cn	100	105	6	29.8	23.6	46.6	4.3	0.1	10	1.4
-10.067	-52.183	0	CaTbendocn.Med.	200	(B)22	80	100	5	34.4	25.4	40.2	4.4	0.2	10	1.4
-10.067	-52.183	0	CaTbendocn.Med.	200	(B)21	50	80	4	25.7	25.1	49.2	4.2	0.3	10	1.4
-10.067	-52.183	0	CaTbendocn.Med.	200	A3	20	30	2	25.2	21.7	53.1	4.2	0.6	10	1.4
-10.067	-52.183	0	CaTbendocn.Med.	200	(B)1	30	50	3	34.7	23.2	42.1	4.2	0.5	13	1.4
